Title,Author,Book_Ref,Class_Code,Imprint,Publisher_Group,Rank,Volume,RRP,ASP,Binding,Pub_Date
Kite Runner; The,Hosseini; Khaled,10506,GL002F,Boe Publishing PLC,Boe Bells Group,239,26617,7.99,6.36,Hardback,17/04/2004
Kite Runner; The,Hosseini; Khaled,11562,GL002F,Boe Publishing PLC,Boe Bells Group,2839,8567,7.99,6.45,Paperback,05/09/2011
Kitten Nobody Wanted; The,Webb; Holly,12221,CN001F,Circles Publishing,Suggs Publications Group,4442,5976,4.99,4.31,Paperback,01/09/2011
Knife Edge,Blackman; Malorie,11197,YT014F,Knine Childrens,Transformation Group,1908,11258,6.99,6.06,Paperback,30/06/2005
Knife of Never Letting Go; The,Ness; Patrick,10836,YT014F,Seabrook Books Ltd,Seabrook Group,1031,16485,7.99,6.99,Paperback,14/10/2008
Knocked Out,Rennison; Louise,11903,YT014F,Hyperturner Childrens Books,Collin Turner Group,3658,7004,6.99,5.75,Paperback,06/02/2006
Knots and Crosses,Rankin; Ian,12018,CE003F,Constellation,Shallot Group,3941,6631,7.99,6.17,Paperback,07/08/2008
Koron; Jaws of Death Beast Quest,Blade; Adam,10827,CN001F,Mistletow Books,Sinclair Books,1006,16856,4.99,3.66,Paperback,03/03/2011
Kragos and Kildor the Two-headed Demon Beast Quest,Blade; Adam,12196,CN001F,Mistletow Books,Sinclair Books,4363,6074,5.99,4.88,Paperback,08/08/2009
Kraken,Mieville; China,11925,GL002F,Panda Books,Panda Millen Group,3712,6931,7.99,6.73,Paperback,01/09/2006
Kronus the Clawed Menace Beast Quest,Blade; Adam,11006,CN001F,Mistletow Books,Sinclair Books,1420,13463,4.99,3.64,Paperback,03/03/2011
Labyrinth,Mosse; Kate,11206,GL002F,Constellation,Shallot Group,1929,11167,7.99,6.26,Paperback,16/07/2005
Lacuna; The,Kingsolver; Barbara,10633,GL002F,Sabre and Sabre,Sabre Group,568,21789,7.99,6.32,Paperback,08/05/2010
Ladykiller; The,Cole; Martina,11327,CE003F,Deadline Book Publishing,Deadline Group,2261,10035,7.99,5.86,Paperback,29/10/2009
Lament,Stiefvater; Maggie,10580,YT014F,Solar,Solar Group Ltd,430,23543,7.99,5.02,Paperback,01/01/2011
Land of Painted Caves,Auel; Jean M,10135,GL002F,Sinclair & White Ltd,Sinclair Books,189,27779,19.99,10.87,Hardback,01/01/2010
Language of Flowers; The,Diffenbaugh; Vanessa,11286,GL002F,Millen,Panda Millen Group,2151,10415,12.99,8.84,Hardback,18/08/2011
Lantern; The,Lawrenson; Deborah,10523,GL002F,Constellation,Shallot Group,270,26226,7.99,5.3,Paperback,23/06/2011
Large Stinker!,Smallman; Steve,11703,PS008F,Large Tiger Press,Large Tiger P Group,3169,7897,5.99,4.02,Paperback,04/01/2011
Large White Owl; The,Corderoy; Tracey,12121,PS008F,Large Tiger Press,Large Tiger P Group,4205,6250,5.99,5.46,Paperback,01/09/2011
Last 10 Seconds; The,Kernick; Simon,10430,CE003F,Knine Books,Transformation Group,64,30991,6.99,4.92,Paperback,11/11/2010
Last Breath The Morganville Vampires,Caine; Rachel,10788,YT014F,Bird & Bushby,Bird & Bushby Group,921,17673,7.99,5.58,Paperback,01/11/2011
Last Chance Saloon,Keyes; Marian,11516,GL002F,Emu Books,Emu Group,2727,8824,7.99,5.43,Paperback,18/05/2000
Last Chance to Die,Boyd; Noah,11476,CE003F,Brooklyn,Collin Turner Group,2640,9086,7.99,4.96,Paperback,12/05/2011
Last Dance with Valentino,Waugh; Daisy,12307,GL002F,Brooklyn,Collin Turner Group,4641,5761,7.99,5.97,Paperback,04/08/2011
Last Four Things; The,Hoffman; Paul,10640,SN010F,Frank Jepson,Emu Group,583,21624,14.99,9.16,Hardback,28/04/2011
Last Honest Woman; The Mills & Boon Special Releases,Roberts; Nora,11709,RE009F,A & W,Harley Quin (UK) Ltd Group,3181,7887,6.99,5.96,Paperback,04/03/2011
Last Hundred Days; The,McGuinness; Patrick,11988,GL002F,Severn,Other Publisher Groups,3868,6724,8.99,7.64,Paperback,01/06/2011
Last Letter from Your Lover; The,Moyes; Jojo,10903,GL002F,Sinclair Paperback,Sinclair Books,1181,15406,7.99,5.96,Paperback,03/02/2011
Last Minute; The,Abbott; Jeff,11224,CE003F,Ellipses,Large Red Book Company,1980,10982,6.99,4.89,Paperback,09/06/2011
Last Night at Chateau Marmont,Weisberger; Lauren,11744,GL002F,Brooklyn,Collin Turner Group,3268,7703,7.99,6.46,Paperback,17/08/2010
Last Sacrifice Vampire Academy,Mead; Richelle,11100,YT014F,Peacote Books,Emu Group,1654,12391,6.99,5.45,Paperback,07/12/2010
Last Song; The,Sparks; Nicholas,10990,GL002F,Ellipses,Large Red Book Company,1380,13779,6.99,5.13,Paperback,01/04/2010
Last Straw; The Diary of a Wimpy Kid,Kinney; Jeff,10017,CN001F,Peacote Books,Emu Group,714,20099,6.99,4.96,Paperback,06/08/2009
Last Train from Liguria,Hickey; Christine Dwyer,11519,GL002F,Pacific Books,Gove Pacific Group,2739,8811,7.99,6.22,Paperback,01/04/2010
Last Werewolf; The,Duncan; Glen,11110,GL002F,Bishops Books,Bishops Group,1696,12330,7.99,5.48,Paperback,06/10/2011
Lasting Damage,Hannah; Sophie,10252,CE003F,Sinclair Paperback,Sinclair Books,1273,14695,7.99,4.72,Paperback,18/08/2011
Lasting Damage,Hannah; Sophie,11962,CE003F,Sinclair & White Ltd,Sinclair Books,3803,6801,12.99,8.5,Hardback,17/02/2011
Law is a Lady; The Jacquard & Babbage Special Releases,Roberts; Nora,12027,RE009F,Jacquard & Babbage,Harley Quin (UK) Ltd Group,3956,6601,7.99,6.35,Paperback,02/09/2011
Leah the Theatre Fairy Rainbow Magic,Meadows; Daisy,11188,CN001F,Mistletow Books,Sinclair Books,1882,11322,3.99,2.86,Paperback,07/04/2011
Learn to Swim Topsy & Tim,Adamson; Jean,12281,PS008F,Butterfly Books Ltd,Emu Group,4588,5837,3.99,3.78,Paperback,02/04/2009
Left Hand of God; The,Hoffman; Paul,11010,GL002F,Emu Books,Emu Group,1425,13437,6.99,5.85,Paperback,19/08/2010
Left Neglected,Genova; Lisa,10405,GL002F,Gary & Balding Ltd,Gary & Balding Group,3647,7035,7.99,5.35,Paperback,01/09/2011
Legacy,Steel; Danielle,10139,GL002F,Knine Books,Transformation Group,658,20617,7.99,4.25,Paperback,13/10/2011
Legacy; The,Webb; Katherine,11302,GL002F,Constellation,Shallot Group,2196,10250,7.99,5.33,Paperback,24/06/2010
Legion; The,Scarrow; Simon,10206,CE003F,Deadline Book Publishing,Deadline Group,4825,4886,7.99,4.79,Paperback,21/07/2011
Leopard; The,Nesbo; Jo,10035,CE003F,Antique,Fletchers Green Group,34,31617,7.99,5.16,Paperback,07/05/2011
Leopard; The,Nesbo; Jo,10394,CE003F,Harvey Secker,Fletchers Green Group,1457,13352,12.99,8.21,Hardback,20/01/2011
Leopard; The,Nesbo; Jo,11001,CE003F,Harvey Secker,Fletchers Green Group,1405,13515,12.99,10.96,Paperback,06/11/2010
Let Me In,Lindqvist; John Ajvide,12355,HR006F,Oak Publishing Plc,Oak Group,4756,5652,7.99,6.29,Paperback,07/10/2010
Let's Get Ready for School,Prideaux; Roger,11148,EG004F,Prideaux Books,Panda Millen Group,1783,11894,5.99,4.78,Paperback,01/06/2009
Letter from a Stranger,Bradford; Barbara Taylor,12193,GL002F,Hyperturner Publishers,Collin Turner Group,4359,6085,17.99,11.94,Hardback,15/09/2011
Letters from Home,McMorris; Kristina,10874,GL002F,Shire,Collin Turner Group,1123,15796,6.99,4.48,Paperback,12/05/2011
Liberty and the Dream Ride Pony Club Secrets,Gregg; Stacy,12331,CN001F,Hyperturner Childrens Books,Collin Turner Group,4704,5712,5.99,4.91,Paperback,03/02/2011
Lies,Grant; Michael,11440,YT014F,Ravenglass Books,Egburt Books Group,2554,9304,6.99,5.47,Paperback,05/09/2011
Lies,Grant; Michael,12072,YT014F,Ravenglass Books,Egburt Books Group,4074,6403,12.99,9.86,Hardback,27/02/2010
Lies We Told; The Mia,Chamberlain; Diane,10316,GL002F,Mia Books,Harley Quin (UK) Ltd Group,2513,9384,7.99,4.86,Paperback,18/02/2011
Life and Fate,Grossman; Vasilii,10450,GL002F,Antique,Fletchers Green Group,110,29361,9.99,8.03,Paperback,05/10/2006
Life Means Life Jailed Forever,Appleyard; Nick,12217,TE018N,Nigel Blake Publishing,Nigel Blake Publishing Group,4424,5989,7.99,5.22,Paperback,13/03/2009
Life of Pi,Martel; Yann,10839,GL002F,Bishops Books,Bishops Group,1039,16424,8.99,6.29,Paperback,17/05/2003
Light Fantastic; The Discworld Novel,Pratchett; Terry,12039,SN010F,Knine Books,Transformation Group,3986,6554,7.99,5.83,Paperback,05/09/1986
Lily Alone,Wilson; Jacqueline,10045,CN001F,Singleweek Childrens Books,Transformation Group,681,20432,12.99,7.92,Hardback,03/02/2011
Lily Lily Series,Webb; Holly,12249,CN001F,Mistletow Books,Sinclair Books,4514,5900,5.99,4.57,Paperback,06/10/2011
Limitless,Glynn; Alan,11218,CE003F,Sabre and Sabre Crime,Sabre Group,1961,11053,7.99,5.54,Paperback,10/03/2011
Lincoln Lawyer; The,Connelly; Michael,10375,CE003F,Constellation,Shallot Group,320,25373,7.99,5.4,Paperback,17/03/2011
Line of Beauty; The,Hollinghurst; Alan,11923,GL002F,Matador,Panda Millen Group,3704,6940,8.99,7.09,Paperback,01/04/2005
Linger,Stiefvater; Maggie,10632,YT014F,Solar,Solar Group Ltd,567,21798,7.99,5.89,Paperback,05/07/2010
Lion; The,DeMille; Nelson,11272,CE003F,Ellipses,Large Red Book Company,2119,10581,6.99,3.88,Paperback,10/11/2011
Litigators; The,Grisham; John,10159,CE003F,Sinclair & White Ltd,Sinclair Books,730,19880,19.99,9.7,Hardback,25/10/2011
Litigators; The,Grisham; John,11144,CE003F,Sinclair & White Paperbacks,Sinclair Books,1774,11936,14.99,12.51,Paperback,25/10/2012
Little Darlings,Wilson; Jacqueline,10125,CN001F,Deer,Transformation Group,166,28249,10.99,9.48,Hardback,03/02/2011
Little Foxes,Morpurgo; Michael,11334,CN001F,Ravenglass Books,Egburt Books Group,2277,10010,4.99,4.14,Paperback,06/05/2008
Little House; The,Gregory; Philippa,11827,CE003F,Brooklyn,Collin Turner Group,3469,7348,7.99,6.54,Paperback,28/10/2010
Little Learning Library The Very Hungry Caterpillar,Carle; Eric,10240,EG004F,Peacote Books,Emu Group,1910,11256,4.99,3.14,Hardback,14/03/2009
Little Manfred,Morpurgo; Michael,10831,CN001F,Hyperturner Childrens Books,Collin Turner Group,1019,16659,12.99,9.02,Hardback,09/06/2011
Little Miss Birthday Sparkly Mr Men Stories,Hargreaves; Roger,10511,PS008F,Ravenglass Books,Egburt Books Group,249,26474,2.99,2.23,Paperback,02/06/2008
Little Miss Chatterbox Little Miss Classic Library,Hargreaves; Roger,11172,PS008F,Ravenglass Books,Egburt Books Group,1847,11486,2.5,2.14,Paperback,02/06/2008
Little Miss Christmas Sparkly Mr Men Stories,Hargreaves; Roger,11047,PS008F,Ravenglass Books,Egburt Books Group,1520,13013,2.99,2.28,Paperback,02/06/2008
Little Miss Fun Little Miss Classic Library,Hargreaves; Roger,12152,PS008F,Ravenglass Books,Egburt Books Group,4288,6183,2.5,2.2,Paperback,02/06/2008
Little Miss Giggles Little Miss Classic Library,Hargreaves; Roger,11086,PS008F,Ravenglass Books,Egburt Books Group,1622,12643,2.5,2.16,Paperback,02/06/2008
Little Miss Helpful Little Miss Classic Library,Hargreaves; Roger,11921,PS008F,Ravenglass Books,Egburt Books Group,3699,6944,2.5,2.25,Paperback,02/06/2008
Little Miss Magic Little Miss Classic Library,Hargreaves; Roger,12154,PS008F,Ravenglass Books,Egburt Books Group,4292,6179,2.5,2.21,Paperback,02/06/2008
Little Miss Naughty and the Good Fairy Sparkly Mr Men Stories,Hargreaves; Roger,11998,PS008F,Ravenglass Books,Egburt Books Group,3893,6703,2.99,2.65,Paperback,02/06/2008
Little Miss Naughty Little Miss Classic Library,Hargreaves; Roger,11583,PS008F,Ravenglass Books,Egburt Books Group,2889,8487,2.5,2.18,Paperback,02/06/2008
Little Miss Princess,Hargreaves; Roger,10245,PS008F,Ravenglass Books,Egburt Books Group,1927,11173,2.5,2.17,Paperback,07/03/2011
Little Miss Scary Little Miss Classic Library,Hargreaves; Roger,12299,PS008F,Ravenglass Books,Egburt Books Group,4619,5793,2.5,2.25,Paperback,02/06/2008
Little Miss Shy and the Fairy Godmother,Hargreaves; Roger,11469,PS008F,Ravenglass Books,Egburt Books Group,2611,9111,2.99,2.33,Paperback,02/03/2009
Little Miss Somersault Little Miss Classic Library,Hargreaves; Roger,12080,PS008F,Ravenglass Books,Egburt Books Group,4085,6389,2.5,2.26,Paperback,02/06/2008
Little Miss Splendid and the Princess Sparkly Mr Men Stories,Hargreaves; Roger,11686,PS008F,Ravenglass Books,Egburt Books Group,3124,7976,2.99,2.62,Paperback,02/06/2008
Little Miss Stubborn and the Unicorn,Hargreaves; Roger,12290,PS008F,Ravenglass Books,Egburt Books Group,4602,5820,2.99,2.53,Paperback,02/06/2008
Little Miss Sunshine and the Wicked Witch Sparkly Mr Men Stories,Hargreaves; Roger,11673,PS008F,Ravenglass Books,Egburt Books Group,3093,8028,2.99,2.4,Paperback,02/06/2008
Little Miss Sunshine Little Miss Classic Library,Hargreaves; Roger,10997,PS008F,Ravenglass Books,Egburt Books Group,1399,13595,2.5,2.19,Paperback,02/06/2008
Little Miss Tidy Little Miss Classic Library,Hargreaves; Roger,12144,PS008F,Ravenglass Books,Egburt Books Group,4273,6199,2.5,2.19,Paperback,02/06/2008
Little Miss Tiny Little Miss Classic Library,Hargreaves; Roger,12184,PS008F,Ravenglass Books,Egburt Books Group,4340,6124,2.5,2.26,Paperback,02/06/2008
Little Miss Twins Little Miss Classic Library,Hargreaves; Roger,11328,PS008F,Ravenglass Books,Egburt Books Group,2260,10035,2.5,2.2,Paperback,02/06/2008
Little Penguin; The World of Happy,Andreae; Giles,12338,PS008F,Ravenglass Books,Egburt Books Group,4722,5700,3.99,2.06,Paperback,04/04/2011
Little Prince; The,Saint-Exupery; Antoine de,11285,CN001F,Mahmouth,Egburt Books Group,2149,10424,5.99,5.3,Paperback,10/01/1991
Little Stranger; The,Waters; Sarah,11488,GL002F,Virgo Press Ltd,Large Red Book Company,2659,8994,8.99,6.28,Paperback,05/01/2010
Little Victim,Keeble; Harry & Hollington; Kris,10412,TE018N,Gary & Balding Ltd,Gary & Balding Group,1,32309,6.99,4.31,Paperback,03/02/2011
Little Village School,Phinn; Gervase,12278,GL002F,Sinclair & White Ltd,Sinclair Books,4580,5840,18.99,14.98,Hardback,07/07/2011
Live to Tell,Gardner; Lisa,10668,CE003F,Constellation,Shallot Group,654,20696,6.99,4.8,Paperback,20/01/2011
Live Wire,Coben; Harlan,10661,CE003F,Constellation,Shallot Group,636,20992,18.99,9.65,Hardback,10/05/2011
Live Wire,Coben; Harlan,11731,CE003F,Constellation,Shallot Group,3238,7768,13.99,11.32,Paperback,31/03/2012
Liverpool Love Song,Baker; Anne,10702,RE009F,Deadline Book Publishing,Deadline Group,744,19636,6.99,4.03,Paperback,15/09/2011
Living Dead in Dallas A True Blood Novel,Harris; Charlaine,11426,SN010F,Gollileth,Shallot Group,2512,9385,7.99,5.71,Paperback,09/07/2009
Lizzie Zipmouth,Wilson; Jacqueline,11720,CN001F,Young Dillon,Transformation Group,3219,7828,3.99,3.23,Paperback,13/03/2008
Lizzy Harrison Loses Control,Wright; Pippa,12257,GL002F,Panda Books,Panda Millen Group,4536,5883,6.99,4.83,Paperback,18/03/2011
Locked On,Clancy; Tom,12317,CE003F,Frank Jepson,Emu Group,4671,5737,20,9.73,Hardback,13/12/2011
Lola Rose,Wilson; Jacqueline,11088,CN001F,Knine Childrens,Transformation Group,1627,12606,5.99,5,Paperback,01/03/2007
London Belles,Groves; Annie,10366,RE009F,Brooklyn,Collin Turner Group,4805,5610,7.99,4.61,Paperback,31/03/2011
London Eye Mystery; The,Dowd; Siobhan,11651,CN001F,David Banks Books,Fletchers Green Group,3036,8130,5.99,5.5,Paperback,29/04/2010
Long Glasgow Kiss; The A Lennox Thriller,Russell; Craig,10868,CE003F,Oak Publishing Plc,Oak Group,1113,15896,7.99,4.79,Paperback,28/04/2011
Long Gone,Burke; Alafair,12368,CE003F,Shire,Collin Turner Group,4798,5632,6.99,4.57,Paperback,21/07/2011
Long Lost,Coben; Harlan,11723,CE003F,Constellation,Shallot Group,3222,7813,7.99,5.34,Paperback,21/02/2009
Long Song; The,Levy; Andrea,10042,GL002F,Deadline Review,Deadline Group,435,23460,7.99,5.35,Paperback,06/01/2011
Long Time Coming,Goddard; Robert,10829,CE003F,Knine Books,Transformation Group,1016,16727,6.99,5.36,Paperback,10/07/2010
Longest Whale Song; The,Wilson; Jacqueline,10417,CN001F,Deer,Transformation Group,20,31819,5.99,4.43,Paperback,04/08/2011
Longest Whale Song; The,Wilson; Jacqueline,10518,CN001F,Singleweek Childrens Books,Transformation Group,263,26326,12.99,7.95,Hardback,30/09/2010
Look into My Eyes Ruby Redfort,Child; Lauren,11324,CN001F,Hyperturner Childrens Books,Collin Turner Group,2249,10095,12.99,8.59,Hardback,29/09/2011
Looking for Alaska,Green; John,11495,YT014F,Hyperturner Childrens Books,Collin Turner Group,2674,8975,6.99,5.21,Paperback,31/03/2011
Looking Good Dead,James; Peter,10947,CE003F,Panda Books,Panda Millen Group,1267,14704,6.99,5.17,Paperback,01/12/2006
Lord Loss The Demonata,Shan; Darren,10998,CN001F,Hyperturner Childrens Books,Collin Turner Group,1400,13580,6.99,3.38,Paperback,03/01/2006
Lord of Misrule The Morganville Vampires,Caine; Rachel,12214,SN010F,Bird & Bushby,Bird & Bushby Group,4412,6001,6.99,5.46,Paperback,10/07/2009
Lord of the Flies,Golding; William,10285,GL002F,Sabre and Sabre,Sabre Group,259,26334,7.99,5.8,Paperback,03/01/1998
Lord of the Flies,Golding; William,11035,GL002F,Sabre and Sabre,Sabre Group,1491,13164,6.99,5.89,Hardback,01/01/1973
Lord of the Rings; The,Tolkien; J R R,11288,SN010F,Hyperturner Publishers,Collin Turner Group,2155,10378,20,13.77,Paperback,27/11/1991
Lord of the Rings; The Fellowship of the Ring v1,Tolkien; J R R,12185,SN010F,Hyperturner Publishers,Collin Turner Group,4343,6116,7.99,7.42,Paperback,13/11/1991
Lost and Found,Jeffers; Oliver,10652,PS008F,Hyperturner Childrens Books,Collin Turner Group,611,21134,5.99,4.39,Paperback,02/05/2006
Lost Christmas,Logan; David,12226,CN001F,Oak Publishing Plc,Oak Group,4458,5959,8.99,5.83,Hardback,27/10/2011
Lost Daughter; The Mia,Chamberlain; Diane,11680,GL002F,Mia Books,Harley Quin (UK) Ltd Group,3111,8007,7.99,5.2,Paperback,31/01/2011
Lost Days of Summer; The,Flynn; Katie,10136,GL002F,Quiver Books,Fletchers Green Group,1008,16810,6.99,4.28,Paperback,23/06/2011
Lost Empire,Cussler; Clive,10763,CE003F,Frank Jepson,Emu Group,860,18169,18.99,10.7,Hardback,06/01/2011
Lost Fleet Beyond the Frontier; The Dreadnaught,Campbell; Jack,12349,SN010F,Europa Books,Europa Books Group,4743,5669,7.99,6.25,Paperback,09/09/2011
Lost Fleet; The Courageous Bk3,Campbell; Jack,11979,SN010F,Europa Books,Europa Books Group,3852,6752,7.99,5.87,Paperback,28/01/2011
Lost Fleet; The Dauntless Bk1,Campbell; Jack,11380,SN010F,Europa Books,Europa Books Group,2405,9625,7.99,6.33,Paperback,28/01/2011
Lost Fleet; The Fearless Bk2,Campbell; Jack,11849,SN010F,Europa Books,Europa Books Group,3514,7244,7.99,5.97,Paperback,28/01/2011
Lost Fleet; The Valiant Bk4,Campbell; Jack,12335,SN010F,Europa Books,Europa Books Group,4717,5702,7.99,6.11,Paperback,25/02/2011
Lost Hero; The Heroes of Olympus,Riordan; Rick,10894,CN001F,Peacote Books,Emu Group,1165,15528,7.99,5.99,Paperback,06/10/2011
Lost Relic; The,Mariani; Scott,10266,CE003F,Shire,Collin Turner Group,72,30419,6.99,4.68,Paperback,20/01/2011
Lost River,Booth; Stephen,12201,CE003F,Brooklyn,Collin Turner Group,4373,6053,7.99,6.75,Paperback,31/03/2011
Lost Symbol; The,Brown; Dan,10160,CE003F,Knine Books,Transformation Group,57,31138,7.99,5.88,Paperback,22/07/2010
Lost; The,Kray; Roberta,11393,CE003F,Robin Publishing,PC Reubens Group,2446,9548,6.99,3.98,Paperback,27/03/2008
Love and Marriage,Scanlan; Patricia,11508,GL002F,Hansworld Ireland,Transformation Group,2710,8872,12.99,8.83,Paperback,19/03/2012
Love and Marriage,Scanlan; Patricia,12062,GL002F,Hansworld Ireland,Transformation Group,4051,6459,12.99,8.7,Hardback,17/03/2011
Love Bites My Sister the Vampire,Mercer; Sienna,12082,CN001F,Ravenglass Books,Egburt Books Group,4092,6386,5.99,4.98,Paperback,07/03/2011
Love in the Time of Cholera,Garcia Marquez; Gabriel,12097,GL002F,Emu Books,Emu Group,4143,6331,8.99,7.21,Paperback,02/08/2007
Love is on the Air,Moore; Jane,10642,GL002F,Quiver Books,Fletchers Green Group,587,21493,6.99,4.61,Paperback,03/02/2011
Love Lessons,Wilson; Jacqueline,12112,YT014F,Knine Childrens,Transformation Group,4183,6284,5.99,5.08,Paperback,01/06/2006
Love Verb; The,Green; Jane,10218,GL002F,Emu Books,Emu Group,347,24946,7.99,4.67,Paperback,03/03/2011
Love; Always,Evans; Harriet,10220,GL002F,Brooklyn,Collin Turner Group,202,27381,7.99,4.85,Paperback,23/06/2011
Love; Always,Evans; Harriet,11396,GL002F,Hyperturner Publishers,Collin Turner Group,2449,9544,12.99,9.01,Hardback,20/01/2011
Lovely Bones; The,Sebold; Alice,10497,GL002F,Matador,Panda Millen Group,212,26976,7.99,6.56,Paperback,06/06/2003
Lover Unleashed Black Dagger Brotherhood Series,Ward; J R,11108,SN010F,Plato Books,Large Red Book Company,1693,12339,12.99,8.45,Paperback,29/03/2011
Low Red Moon,Devlin; Ivy,12280,YT014F,Boe Publishing PLC,Boe Bells Group,4581,5837,6.99,5.03,Paperback,07/02/2011
Lowercase Alphabet Wipe Clean Work Books,Prideaux; Roger,10565,EG004F,Prideaux Books,Panda Millen Group,393,24258,5.99,4.4,Paperback,01/05/2010
Lucky Break,Freud; Esther,12310,GL002F,Boe Publishing PLC,Boe Bells Group,4645,5757,11.99,10.46,Paperback,04/04/2011
Lucy,Webb; Holly,11500,CN001F,Circles Publishing,Suggs Publications Group,2688,8918,4.99,4.33,Paperback,04/01/2011
Lustrum,Harris; Robert,11303,GL002F,Quiver Books,Fletchers Green Group,2199,10247,7.99,6.51,Paperback,01/09/2005
MacGregor Grooms; The Mills & Boon Special Releases,Roberts; Nora,11944,RE009F,A & W,Harley Quin (UK) Ltd Group,3757,6866,6.99,5.85,Paperback,07/01/2011
Machine Gunners; The,Westall; Robert,12055,CN001F,Millen Childrens Books,Panda Millen Group,4035,6493,5.99,4.67,Paperback,04/05/2001
Mad About Minibeasts!,Andreae; Giles,11676,PS008F,Mistletow Books,Sinclair Books,3099,8022,5.99,4.67,Paperback,06/10/2011
Mad Dogs CHERUB,Muchamore; Robert,10887,CN001F,Sinclair Childrens Books,Sinclair Books,1150,15607,6.99,5.5,Paperback,25/08/2007
Madison the Magic Show Fairy Rainbow Magic,Meadows; Daisy,11462,CN001F,Mistletow Books,Sinclair Books,2599,9134,3.99,2.8,Paperback,07/04/2011
Magic Ballerina - The Magic Dance/Kitten Chaos,Bussell; Darcey & Wilson; Anna,11179,CN001F,Hyperturner Childrens Books,David Banks International,1859,11415,1,0.89,Paperback,04/03/2010
Magic Faraway Tree,Blyton; Enid,10650,CN001F,Ravenglass Books,Egburt Books Group,601,21265,5.99,4.7,Hardback,03/05/2007
Magic Faraway Tree,Blyton; Enid,10666,CN001F,Ravenglass Books,Egburt Books Group,652,20744,7.99,7.25,Paperback,02/06/2008
Magic Finger; The,Dahl; Roald,10628,CN001F,Peacote Books,Emu Group,559,21891,4.99,4.19,Paperback,04/09/2008
Magic Folk Collection,Blyton; Enid,11540,CN001F,Ravenglass Books,Egburt Books Group,2783,8713,7.99,6.89,Paperback,04/04/2011
Magic of Christmas; The,Ashley; Trisha,10227,GL002F,Shire,Collin Turner Group,1364,13985,6.99,4.09,Paperback,27/10/2011
Magic of Home; The Jacquard & Babbage Special Releases,Roberts; Nora,10711,RE009F,Jacquard & Babbage,Harley Quin (UK) Ltd Group,763,19381,7.99,4.79,Paperback,07/10/2011
Magic Princess Dress; The,Rees; Gwyneth,11424,CN001F,Millen Childrens Books,Panda Millen Group,2508,9392,4.99,4.29,Paperback,04/06/2010
Magician's Apprentice; The,Canavan; Trudi,11266,SN010F,Spinning,Large Red Book Company,2099,10627,8.99,6.57,Paperback,01/04/2010
Magicians' Guild; The Black Magician Trilogy,Canavan; Trudi,11386,SN010F,Spinning,Large Red Book Company,2426,9576,8.99,6.54,Paperback,04/03/2010
Major Pettigrew's Last Stand,Simonson; Helen,10187,GL002F,Boe Publishing PLC,Boe Bells Group,1950,11116,7.99,6.03,Paperback,14/08/2010
Make; The,Keane; Jessie,10269,CE003F,Brooklyn,Collin Turner Group,1770,11936,6.99,4.56,Paperback,20/01/2011
Making Money Discworld Novel,Pratchett; Terry,12145,SN010F,Knine Adult,Transformation Group,4275,6193,7.99,6.63,Paperback,16/06/2008
Making of Us; The,Jewell; Lisa,11374,GL002F,Decade,Fletchers Green Group,2392,9674,12.99,8.68,Paperback,12/05/2011
Malice,Steel; Danielle,12029,GL002F,Knine Books,Transformation Group,3957,6590,6.99,4.86,Hardback,01/05/1997
Malice,Jackson; Lisa,12266,CE003F,Sinclair Paperback,Sinclair Books,4560,5866,6.99,4.58,Paperback,09/12/2010
Mammoth Hunters; The,Auel; Jean M,11417,GL002F,Sinclair & White Ltd,Sinclair Books,2500,9415,8.99,6.08,Paperback,23/12/2010
Man from Beijing; The,Mankell; Henning,10226,GL002F,Antique,Fletchers Green Group,961,17346,7.99,6.34,Paperback,03/02/2011
Man in the High Castle; The,Dick; Philip K,11336,SN010F,Emu Books,Emu Group,2280,10003,9.99,8.09,Paperback,06/09/2001
Man in the Wooden Hat; The,Gardam; Jane,11071,GL002F,Abacube,Large Red Book Company,1569,12762,7.99,6.73,Paperback,20/01/2011
Man Vs Beast CHERUB,Muchamore; Robert,10843,CN001F,Sinclair Childrens Books,Sinclair Books,1045,16335,6.99,5.41,Paperback,19/10/2006
Marriage And Other Games,Henry; Veronica,11186,CE003F,Constellation,Shallot Group,1876,11371,6.99,4.36,Paperback,27/10/2011
Marriage Betrayal Jacquard & Babbage Modern,Graham; Lynne,11907,RE009F,Jacquard & Babbage,Harley Quin (UK) Ltd Group,3666,6992,3.3,3.02,Paperback,17/06/2011
Marriage Plot; The,Eugenides; Jeffrey,11662,GL002F,Fourth Bridge,Collin Turner Group,3056,8074,20,13.21,Hardback,11/10/2011
Married Lovers,Collins; Jackie,11251,GL002F,Rockit Books,Gary & Balding Group,2056,10751,7.99,4.86,Paperback,05/05/2009
Marrying Up,Holden; Wendy,10761,GL002F,Deadline Review,Deadline Group,858,18224,6.99,4.34,Paperback,15/09/2011
Marshmallow Skye Chocolate Box Girls,Cassidy; Cathy,10542,CN001F,Peacote Books,Emu Group,333,25148,10.99,7.8,Hardback,01/09/2011
Martha's Journey,Lee; Maureen,10334,GL002F,Constellation,Shallot Group,31,31719,6.99,4.72,Paperback,23/12/2010
Matched Matched,Condie; Ally,11695,YT014F,Peacote Books,Emu Group,3144,7928,6.99,5.88,Paperback,02/06/2011
